Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDR09,18.25,0.077348214,259.7962,OUT027,8028.8822,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB32,20.6,0.023548476,93.3778,OUT018,1314.2892,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP11,15.85,0.069043044,218.7166,OUT013,4136.6154,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG09,20.6,0.048010812,187.7556,OUT049,3004.0896,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDF21,10.3,0.058778429,187.853,OUT013,2656.542,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCJ19,18.6,0.117607719,55.2588,OUT027,2748.4224,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDY03,17.6,0.127412338,111.3202,OUT010,337.5606,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDK58,11.35,0.044945123,101.0016,OUT013,2631.2416,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC26,10.195,0.126579586,112.2886,OUT049,2557.3378,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDN15,17.5,0.016802225,138.518,OUT018,2376.906,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRH11,5.98,0.075192072,56.0614,OUT027,2597.2858,24,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCK17,11.0,0.03786331,40.948,OUT013,319.584,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
DRC01,5.92,0.019200003,47.7692,OUT046,492.692,12,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDD03,13.3,0.079791176,232.73,OUT035,2796.36,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCY17,18.2,0.16334971,45.1086,OUT049,669.129,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
DRY23,9.395,0.109265987,42.3112,OUT049,980.0576,10,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDT50,6.75,0.10821852,96.3752,OUT035,1342.2528,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC38,15.7,0.122392031,133.1942,OUT013,2782.3782,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCN06,8.39,0.20168772,162.8868,OUT010,327.5736,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDP56,8.185,0.046259036,47.4692,OUT027,1576.6144,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW34,9.6,0.035651291,244.917,OUT045,2916.204,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU07,11.1,0.059835659,151.3366,OUT035,3022.732,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCO55,12.8,0.091408076,108.9938,OUT018,1071.938,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDL16,12.85,0.169405699,46.106,OUT017,792.302,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT59,13.65,0.015943701,231.9668,OUT045,3225.1352,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRF01,5.655,0.174232377,146.6102,OUT027,1895.5326,24,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCS06,7.935,0.031801103,261.591,OUT045,3155.892,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDY13,12.1,0.052749199,74.967,OUT019,229.701,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRF36,16.1,0.039463564,189.9846,OUT010,191.0846,11,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDV10,7.645,0.0629043849,41.8112,OUT046,894.8352,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDE09,8.775,0.036159635,110.7228,OUT010,331.5684,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDC20,10.65,0.024020078,57.2272,OUT045,1174.4712,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI58,7.64,0.071104408,95.012,OUT017,1864.24,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDI56,7.325,0.093913607,93.2146,OUT017,1733.0774,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCI17,8.645,0.144006886,94.741,OUT018,1061.951,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCE19,8.97,0.093159233,55.7956,OUT049,1037.3164,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDA26,7.8549999999999995,0.129425145,219.3482,OUT019,219.0482,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDR01,5.405,0.053839714,198.6742,OUT018,2388.8904,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC32,18.35,0.098629062,90.6462,OUT027,2406.2012,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF11,10.195,0.017658634,240.1538,OUT049,1442.1228,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH46,6.935,0.041282286,103.5332,OUT046,1230.3984,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY33,14.5,0.170186628,159.0262,OUT019,159.1262,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRG23,8.88,0.086781204,152.2682,OUT046,1829.6184,12,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDY04,17.7,0.042270751,162.521,OUT027,4567.388,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDE26,9.3,0.089186275,145.3786,OUT045,2745.0934,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCU42,9.0,0.019502965,169.4474,OUT035,4211.185,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCO42,21.25,0.024650932,146.0102,OUT035,2916.204,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDU25,12.35,0.026722744,59.2246,OUT049,984.7182,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW02,4.805,0.037516862,124.3704,OUT027,3004.0896,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS22,16.85,0.023154399,43.9428,OUT046,351.5424,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG57,14.7,0.072284689,49.8034,OUT035,631.8442,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ25,8.63,0.028391879,173.9422,OUT018,4138.6128,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCS06,7.935,0.031866022,261.291,OUT018,2892.901,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDC29,8.39,0.024088444,112.7176,OUT027,1832.2816,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCZ41,19.85,0.064409056,126.7704,OUT035,1752.3856,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDW23,5.765,0.082012293,37.5164,OUT046,656.4788,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB03,17.75,0.157075658,240.5538,OUT049,3845.6608,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDN25,7.8950000000000005,0.107110465,55.5588,OUT019,229.0352,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCN05,8.235,0.014459672,181.895,OUT046,732.38,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDV43,16.0,0.076483451,43.4086,OUT027,847.5634,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDG44,6.13,0.10234983,55.0298,OUT049,539.298,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS12,9.1,0.174827835,127.2362,OUT018,1635.8706,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI52,18.7,0.104591027,121.4072,OUT013,2450.144,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU12,15.5,0.075868843,261.7568,OUT049,1845.5976,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDG58,10.695,0.086764795,156.7972,OUT035,3427.5384,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA16,6.695,0.03408026,220.8456,OUT018,5084.0488,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCD18,16.0,0.072655379,229.8668,OUT035,4837.7028,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDI21,5.59,0.056555715,62.6168,OUT013,639.168,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW31,11.35,0.043402224,197.0742,OUT017,2587.9646,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB35,12.3,0.064882207,93.8804,OUT018,1470.0864,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDK58,11.35,0.044764726,102.4016,OUT027,2428.8384,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDU14,17.75,0.034752647,248.775,OUT046,3745.125,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCP43,17.75,0.030631323,178.566,OUT018,2516.724,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDM20,10.0,0.0364918673,245.0144,OUT027,3185.1872,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT36,12.3,0.110735739,35.2874,OUT027,988.0472,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW19,12.35,0.038657256,110.257,OUT018,1757.712,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB29,16.7,0.052493162,113.9176,OUT049,2519.3872,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDN39,19.35,0.065890998,167.0816,OUT017,1510.0344,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDI02,15.7,0.114565093,112.0202,OUT046,337.5606,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA46,13.6,0.117065801,196.1136,OUT027,6026.8216,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV36,18.7,0.026450779,124.902,OUT017,2909.546,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE35,7.06,0.043863865,59.5904,OUT013,761.6752,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT46,11.35,0.029060788999999997,52.4008,OUT035,809.6128,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS21,19.85,0.036551446,62.7194,OUT019,123.8388,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRD12,6.96,0.077630199,90.9146,OUT017,1459.4336,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDR14,11.65,0.304737387,54.7298,OUT019,107.8596,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDG22,17.6,0.041180766,37.919,OUT027,768.999,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX58,13.15,0.043831721,184.195,OUT049,2746.425,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB40,17.5,0.007503372,146.7102,OUT027,4374.306,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ36,14.5,0.214681063,102.7332,OUT010,205.0664,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCL53,7.5,0.060649825,177.4028,OUT010,354.2056,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCX05,15.2,0.097258937,114.8492,OUT045,1506.0396,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDO21,11.6,0.009763021,226.2404,OUT046,1800.3232,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCF07,9.0,0.032152981,102.0016,OUT018,1518.024,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDU20,19.35,0.021439694,119.7098,OUT013,1325.6078,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK09,15.2,0.153592956,228.0352,OUT010,458.0704,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDY57,20.2,0.121231308,97.5752,OUT035,1534.0032,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD51,11.15,0.119371835,45.2744,OUT027,905.488,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA49,19.7,0.064607378,87.4198,OUT027,2267.7148,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDG33,5.365,0.14024028,171.0764,OUT046,3263.7516,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG35,21.2,0.006063933222222222,173.6738,OUT049,2954.1546,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC52,11.15,0.008296692,150.6708,OUT045,2106.5912,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDS34,19.35,0.077193256,112.7518,OUT017,683.1108,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCY05,13.5,0.055075504,33.3874,OUT049,282.2992,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDO46,9.6,0.014209811,188.1872,OUT035,1701.7848,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY20,12.5,0.081879864,91.7488,OUT049,1358.232,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA13,15.85,0.078540095,36.3506,OUT035,607.2096,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS04,10.195,0.146540889,141.7838,OUT013,1685.8056,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU51,20.2,0.097059596,178.6028,OUT017,2302.3364,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK50,7.96,0.028478742,161.8894,OUT018,2750.4198,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO60,20.0,0.034340926,45.4086,OUT013,981.3892,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDM13,6.425,0.063532672,133.0626,OUT017,1442.7886,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU12,15.5,0.075384242,262.7568,OUT027,7646.0472,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCG54,12.1,0.080131363,170.9106,OUT018,1539.9954,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDH40,11.6,0.132111921,82.2276,OUT010,243.6828,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCI06,11.3,0.083547515,179.166,OUT019,359.532,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDA58,9.395,0.103731617,236.9932,OUT035,4242.4776,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDJ02,17.2,0.025309134,147.0418,OUT017,2354.2688,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDP21,7.42,0.0258457,188.9872,OUT018,2458.1336,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDN57,18.25,0.054223942,142.0154,OUT035,2127.231,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDV26,20.25,0.075791641,193.3794,OUT027,8388.4142,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDZ21,17.6,0.03928284,94.641,OUT049,2799.689,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDG21,17.35,0.145591438,148.705,OUT027,1797.66,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF26,6.825,0.046824729,155.1998,OUT018,2460.7968,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC39,7.405,0.159062948,208.9296,OUT013,2700.4848,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ24,15.7,0.073966786,250.5724,OUT018,4026.7584,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC41,15.6,0.117574554,75.667,OUT017,1301.639,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCO14,9.6,0.049617765,44.2086,OUT010,44.6086,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDE05,10.895,0.032296886,144.0102,OUT027,5394.9774,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW52,14.0,0.037340835,163.1526,OUT027,3946.8624,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL36,15.1,0.075707087,88.183,OUT027,1438.128,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS04,10.195,0.146635206,139.0838,OUT035,3652.5788,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCC18,19.1,0.177545624,172.4422,OUT049,3621.2862,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDN01,8.895,0.072693696,175.937,OUT018,529.311,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDY02,8.945,0.146701312,262.291,OUT010,1314.955,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDV15,10.3,0.146999264,103.7648,OUT017,2804.3496,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDC34,16.0,0.173109453,155.2972,OUT045,3894.93,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX10,6.385,0.124410284,34.3874,OUT017,388.1614,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCF19,13.0,0.035079516,47.9034,OUT013,583.2408,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDE17,20.1,0.054763518,150.9366,OUT017,3476.1418,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ08,11.1,0.111122936,189.2846,OUT018,3630.6074,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCN53,5.175,0.030330202,35.4874,OUT013,388.1614,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDC16,11.5,0.018017736875000002,88.254,OUT046,1298.31,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO15,16.75,0.008601441,73.7038,OUT018,1404.1722,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ23,6.55,0.024407061,102.3332,OUT027,1948.1308,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRF37,17.25,0.084262458,261.591,OUT013,3418.883,22,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDN40,5.88,0.08644044,155.3998,OUT035,2153.1972,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN24,14.1,0.112718928,54.2956,OUT027,1310.2944,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF16,7.3,0.086619573,147.6076,OUT017,3251.7672,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH27,7.075,0.058437653,143.0128,OUT049,1150.5024,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY52,6.365,0.0069269705,59.7536,OUT017,980.0576,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCH55,16.35,0.034504414,125.202,OUT027,2783.044,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCH18,9.3,0.044652785,247.0802,OUT035,1228.401,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRC01,5.92,0.019184026,50.3692,OUT013,591.2304,22,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCO14,9.6,0.029638267,42.6086,OUT035,133.8258,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRG39,14.15,0.042180995,52.0982,OUT046,578.5802,12,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRK13,11.8,0.11507174,198.2084,OUT013,3769.7596,22,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDD41,6.765,0.087437069,106.1306,OUT045,1672.4896,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ19,7.35,0.014295564,242.6512,OUT027,12117.56,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX58,13.15,0.073251428,181.695,OUT010,549.285,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDK40,7.035,0.021743592,263.191,OUT027,6574.775,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI52,18.7,0.10527024,122.9072,OUT017,490.0288,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
