Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Identifier,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
NCM26,154.634,2297.01,11,0.02312394,20.5,1987,OUT013,1395,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
FDS46,118.1782,2621.9204,13,0.047449835,17.6,2009,OUT018,904,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
DRH15,42.7428,790.9704,4,0.110359004,8.775,2009,OUT018,68,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NCR05,197.5084,2976.126,8,0.054620504,10.1,2004,OUT035,1466,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
NCY17,44.1086,1115.215,8,0.0,18.2,2002,OUT045,1541,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
FDZ01,103.099,309.597,3,0.009051307,8.975,1987,OUT013,1216,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDP31,65.7168,2237.088,6,0.160722863,12.792854228644284,1985,OUT027,754,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDE57,141.0154,2694.4926,6,0.03625493,9.6,1987,OUT013,354,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDZ44,116.0808,234.3616,6,0.064824502,8.185,1998,OUT010,1249,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
NCP53,236.6906,3089.9778,8,0.033024328,14.75,2009,OUT018,1449,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NCA06,37.219,476.047,9,0.143574191,20.5,2002,OUT045,1265,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
FDP22,51.3666,1076.5986,13,0.099333217,14.65,2002,OUT045,747,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDW37,90.9488,633.8416,3,0.12475207,19.2,2007,OUT017,1097,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCS30,127.3652,1549.9824,9,0.093170838,5.945,1999,OUT049,1483,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FDB40,144.2102,4082.6856,4,0.007538459,17.5,2004,OUT035,220,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDC51,122.873,3448.844,4,0.009676286,10.895,2007,OUT017,270,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDC11,89.7172,1159.8236,15,0.141792841,20.5,1997,OUT046,243,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDC59,63.8168,958.752,15,0.05436436,12.792854228644284,1985,OUT027,276,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDE14,99.47,299.61,3,0.031573246,13.65,2009,OUT018,325,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NCT41,150.6024,2428.8384,8,0.055943697,15.7,1987,OUT013,1495,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
FDP52,229.201,3215.814,5,0.0,18.7,2004,OUT035,769,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
DRA24,163.8868,327.5736,14,0.066831682,19.35,1998,OUT010,1,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
FDC40,79.3986,856.8846,4,0.065165046,16.0,1999,OUT049,262,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NCA42,159.4604,3169.208,9,0.0,6.965,1987,OUT013,1271,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
FDT27,233.9616,1406.1696,10,0.069728296,11.395,2002,OUT045,939,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NCW54,56.9588,744.3644,9,0.09660879,7.5,2002,OUT045,1528,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
DRB13,189.253,3605.307,14,0.007038478,6.115,1987,OUT013,4,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
FDY02,264.091,262.991,4,0.153456703,12.792854228644284,1985,OUT019,1168,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDS59,110.657,2966.139,1,0.043982464,14.8,2002,OUT045,915,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDR49,46.1376,383.5008,3,0.139202085,8.71,2004,OUT035,859,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDY40,50.9692,394.1536,5,0.086184647,15.5,2009,OUT018,1199,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDL48,48.7034,534.6374,0,0.082250863,19.35,2004,OUT035,610,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
DRI01,173.1422,5000.8238,14,0.034286109,12.792854228644284,1985,OUT027,77,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
FDZ52,111.8886,1667.829,5,0.100482186,19.2,2009,OUT018,1257,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDK32,152.4682,2439.4912,6,0.049051717,16.25,1999,OUT049,560,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDK51,265.1884,5034.7796,4,0.005230786,19.85,1987,OUT013,573,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDP28,259.6936,2087.9488,5,0.08062523,13.65,2004,OUT035,753,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
DRZ24,120.844,2157.192,14,0.081787519,7.535,1997,OUT046,144,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDG04,185.1898,374.1796,5,0.010615026,12.792854228644284,1985,OUT019,395,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDF58,64.551,1201.769,13,0.009534758,12.792854228644284,1985,OUT027,392,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDI21,63.2168,1725.7536,13,0.056602818,5.59,1997,OUT046,482,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDZ43,240.4512,7028.1848,6,0.057047756,11.0,2004,OUT035,1248,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDI57,195.0768,1970.768,12,0.05410964,19.85,1999,OUT049,504,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDV03,153.6314,5274.4676,10,0.058209079,17.6,2002,OUT045,1019,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDT12,224.4062,225.7062,0,0.083056555,6.215,1998,OUT010,926,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDF29,128.831,1817.634,5,0.020015391,15.1,2009,OUT018,374,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDU02,230.6352,5725.88,4,0.102426197,13.35,1987,OUT013,968,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDD23,186.5898,5238.5144,15,0.048761223,9.5,1999,OUT049,292,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDN04,179.2344,2141.2128,5,0.0,11.8,2004,OUT035,656,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDG29,40.3454,796.9626,5,0.056281276,17.6,2004,OUT035,410,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDK51,266.6884,264.9884,4,0.008762556,19.85,1998,OUT010,573,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDB53,147.6392,1938.8096,5,0.139669224,13.35,1999,OUT049,230,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
DRI23,158.4578,1444.1202,7,0.137972993,18.85,2007,OUT017,81,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
FDP57,102.999,2992.771,13,0.0,17.5,1997,OUT046,771,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDY57,95.3752,1150.5024,13,0.121940099,20.2,2007,OUT017,1212,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCT42,149.9392,1491.392,9,0.024926013,5.88,1999,OUT049,1496,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FDZ21,95.641,1737.738,13,0.039031927,12.792854228644284,1985,OUT027,1231,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDC50,94.4094,1904.188,3,0.13727,15.85,2007,OUT017,269,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDT40,127.3678,508.6712,5,0.095989602,5.985,2002,OUT045,950,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDD50,170.4132,4396.9432,3,0.142443405,18.85,2007,OUT017,310,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
DRI23,161.7578,1604.578,7,0.137410256,18.85,1999,OUT049,81,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
FDQ46,113.5544,894.8352,13,0.104400238,7.51,2007,OUT017,808,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCW06,190.8162,3271.0754,9,0.0,16.2,2004,OUT035,1520,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
NCX06,182.5976,1629.8784,9,0.015750947,17.6,2009,OUT018,1530,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NCE19,54.6956,764.3384,9,0.092937216,8.97,1987,OUT013,1307,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
FDI60,64.751,126.502,0,0.03828933,7.22,1987,OUT013,506,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDC47,228.1694,228.3694,13,0.208162156,12.792854228644284,1985,OUT019,267,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDE02,94.4778,2628.5784,3,0.121936216,8.71,2007,OUT017,318,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDE11,186.0924,3516.7556,15,0.135646297,17.7,2009,OUT018,324,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDP11,217.5166,653.1498,1,0.069240685,15.85,2002,OUT045,739,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDB08,160.3578,2406.867,6,0.03127929,6.055,2007,OUT017,195,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDL48,46.8034,1069.2748,0,0.08186804,12.792854228644284,1985,OUT027,610,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDH26,141.5496,1976.0944,3,0.034753686,19.25,1999,OUT049,446,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDI33,91.0146,1368.219,13,0.028476451,16.5,2002,OUT045,489,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDQ26,57.8562,355.5372,4,0.067872402,13.5,1997,OUT046,795,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDN03,250.9408,1001.3632,10,0.026420581,12.792854228644284,1985,OUT019,655,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDO13,164.5526,1644.526,2,0.061183503,7.865,2002,OUT045,699,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NCJ29,84.7224,1619.2256,8,0.035247642,10.6,1999,OUT049,1357,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FDE52,88.9514,3453.5046,4,0.02974207,12.792854228644284,1985,OUT027,351,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDA52,178.337,1411.496,5,0.128397995,16.2,2004,OUT035,186,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDF57,169.7448,3238.4512,6,0.058918844,14.5,1999,OUT049,391,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NCO26,116.4492,2316.984,9,0.076791671,7.235,1987,OUT013,1428,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
DRL59,55.1298,1240.3854,7,0.021220113,16.75,2004,OUT035,120,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
FDC60,88.8514,265.6542,0,0.2004264,12.792854228644284,1985,OUT019,277,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
DRD25,113.286,2716.464,14,0.078589629,12.792854228644284,1985,OUT027,21,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
FDB26,52.564,639.168,3,0.031261583,14.0,2004,OUT035,208,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDK51,265.8884,2649.884,4,0.005235143,19.85,1997,OUT046,573,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDE53,106.328,852.224,5,0.027032204,10.895,2007,OUT017,352,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDV24,148.205,449.415,0,0.172856719,5.635,1998,OUT010,1036,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDI34,229.3668,2303.668,13,0.085617517,10.65,2007,OUT017,490,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDL36,88.283,89.883,0,0.127334766,15.1,1998,OUT010,602,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
NCA54,178.7318,1263.0226,9,0.036641597,16.5,1997,OUT046,1273,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
FDI38,208.5638,2277.7018,3,0.014656564,13.35,2002,OUT045,493,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDG31,63.0826,322.913,10,0.037864854,12.15,1987,OUT013,411,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDA21,186.3924,1295.6468,13,0.036016619,13.65,1999,OUT049,160,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDI09,240.288,2396.88,12,0.12953868,20.75,1999,OUT049,474,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDI20,210.6586,5487.5236,6,0.038531668,19.1,1987,OUT013,481,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
DRI51,171.5764,4637.9628,4,0.0,17.25,2002,OUT045,87,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
DRZ11,123.0388,1981.4208,14,0.112119359,12.792854228644284,1985,OUT027,143,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
FDY07,45.9402,872.8638,6,0.0,12.792854228644284,1985,OUT027,1171,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDC58,43.8428,175.7712,13,0.041907414,10.195,1987,OUT013,275,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
NCC30,176.6344,1962.7784,9,0.027556247,16.6,1987,OUT013,1288,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
FDY03,111.8202,2025.3636,10,0.076058484,17.6,1987,OUT013,1169,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDZ44,117.1808,1874.8928,6,0.038729057,8.185,1997,OUT046,1249,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDP28,261.1936,2348.9424,5,0.080804019,13.65,2002,OUT045,753,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
DRD15,231.9642,3020.7346,4,0.056884225,10.6,1999,OUT049,19,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
FDL08,243.9144,4655.2736,6,0.050000257,10.8,2007,OUT017,583,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDP25,219.4824,1747.0592,3,0.021207519,15.2,1997,OUT046,750,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
DRK59,232.9616,2812.3392,7,0.0,8.895,2002,OUT045,112,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
DRJ24,187.0924,1850.924,14,0.113307794,11.8,2004,OUT035,93,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
FDU33,45.1402,45.9402,13,0.225476528,7.63,1998,OUT010,993,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDX47,157.5288,1571.288,1,0.034800079,6.55,2007,OUT017,1155,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDR46,144.976,2783.044,13,0.139301634,16.85,1987,OUT013,856,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDZ56,168.2474,3200.5006,6,0.025612348,12.792854228644284,1985,OUT027,1259,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
NCO26,116.9492,2316.984,9,0.077290355,7.235,2007,OUT017,1428,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
FDV38,55.1956,491.3604,4,0.1017546,19.25,2004,OUT035,1048,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDL13,233.93,233.03,2,0.094265737,13.85,1998,OUT010,587,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDD57,93.6094,476.047,6,0.022380952,18.1,1987,OUT013,315,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDE46,153.1366,3173.8686,13,0.01575657,18.6,1987,OUT013,347,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDB28,196.3426,790.9704,4,0.156307983,6.615,1998,OUT010,210,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDC41,77.367,153.134,5,0.195688803,15.6,1998,OUT010,263,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
DRI23,158.6578,3369.6138,7,0.13747519,18.85,2002,OUT045,81,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
FDL33,197.2452,2348.9424,13,0.0,7.235,2004,OUT035,600,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDS03,63.4826,2002.0606,10,0.07962861,7.825,1997,OUT046,870,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NCY18,177.0054,2101.2648,9,0.03100078,12.792854228644284,1985,OUT027,1542,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
FDE50,188.2556,3379.6008,3,0.016202582,19.7,2004,OUT035,349,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDT02,34.4874,494.0236,4,0.024190156,12.6,2004,OUT035,918,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDI34,230.2668,5759.17,13,0.085308611,10.65,2002,OUT045,490,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDO15,73.2038,1404.1722,10,0.008564925,16.75,2004,OUT035,700,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
DRI39,55.393,1018.674,4,0.097457483,13.8,2009,OUT018,84,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NCO14,43.6086,624.5204,9,0.029619203,9.6,1987,OUT013,1425,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
NCN19,189.253,1518.024,11,0.0,13.1,1997,OUT046,1411,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
DRJ25,47.5692,1379.5376,14,0.150872868,14.6,2002,OUT045,94,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
FDE10,130.5626,1180.4634,13,0.09031453,6.67,2009,OUT018,323,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDQ08,59.4536,857.5504,6,0.018930352,15.7,1997,OUT046,779,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NCQ43,107.7912,982.7208,11,0.111209003,17.75,1987,OUT013,1462,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
FDY57,97.3752,958.752,13,0.121153331,20.2,1987,OUT013,1212,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDQ34,107.4622,1693.7952,13,0.163160327,10.85,2007,OUT017,801,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCG19,232.7616,1874.8928,9,0.148163564,20.25,1999,OUT049,1327,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FDI33,90.2146,3648.584,13,0.028281197,12.792854228644284,1985,OUT027,489,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDW27,156.0314,2016.7082,10,0.150853308,5.86,1997,OUT046,1089,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDH04,92.4488,1358.232,5,0.011437302,6.115,2007,OUT017,432,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDZ39,104.499,1031.99,10,0.018024769,19.7,1997,OUT046,1246,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NCK19,194.5478,774.9912,11,0.090448534,9.8,2004,OUT035,1368,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
FDY20,89.0488,1267.6832,6,0.08175276,12.5,1997,OUT046,1182,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDN39,166.0816,671.1264,10,0.109667698,19.35,1998,OUT010,677,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
NCY41,34.5532,323.5788,8,0.075735621,16.75,1997,OUT046,1545,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NCN14,182.7608,1837.608,11,0.091917786,19.1,1997,OUT046,1408,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
FDR07,96.2094,190.4188,6,0.130127365,21.35,1998,OUT010,824,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDW49,179.2002,2865.6032,3,0.082483516,19.5,1987,OUT013,1107,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDN23,146.4444,1596.5884,1,0.075507758,6.575,1997,OUT046,667,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDS33,88.9514,2125.2336,13,0.124126756,6.67,2007,OUT017,894,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDY36,74.838,1537.998,0,0.009425158,12.3,1999,OUT049,1195,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDH20,97.841,1255.033,6,0.024999711,16.1,2002,OUT045,442,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDR15,155.8314,310.2628,10,0.058545606,12.792854228644284,1985,OUT019,832,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
