Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Years,Item_Visibility_MeanRatio,Identifier,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Combine_Drinks,Item_Combine_Food,Item_Combine_Non-Consumable,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDO49,52.1008,2181.2889135750365,2,0.033239125,10.6,2007,OUT017,15,0.5039836829123581,724,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCG43,94.1462,1758.3778,9,0.074541867,20.2,2009,OUT018,13,1.1302308548080962,1330,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDP20,127.202,2181.2889135750365,6,0.045448081,12.792854228644991,1985,OUT027,37,0.6891003070531839,745,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDC32,90.6462,2406.2012,6,0.098629062,12.792854228644991,1985,OUT027,37,1.495449651847072,255,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO36,179.166,3056.022,0,0.077849003,19.7,1987,OUT013,35,1.1803748517145143,715,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDA47,164.121,2773.057,0,0.11733375,10.5,2007,OUT017,15,1.779056923276948,181,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ20,253.2356,5849.7188,6,0.034300475,16.1,2004,OUT035,18,0.5200762570056601,1230,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRH03,91.612,279.636,4,0.035057688,17.25,2004,OUT035,18,0.5315573954679125,65,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDY45,256.3356,2181.2889135750365,13,0.026142114,17.5,1997,OUT046,25,0.3963762250912055,1202,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCB42,116.9492,1969.4364,8,0.008554052,11.8,1987,OUT013,35,0.12969964253823835,1280,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
DRD15,231.9642,2091.2778,4,0.056785183,10.6,2004,OUT035,18,0.8609975642617615,19,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDJ22,190.6504,1342.2528,13,0.052917345,18.75,2002,OUT045,20,0.8023520000314043,520,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN16,105.099,1444.786,5,0.062827447,12.6,2002,OUT045,20,0.9526125650732676,663,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR45,239.6222,2181.2889135750365,13,0.028943289,10.8,1997,OUT046,25,0.4388486575930245,855,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCK19,193.6478,3099.9648,11,0.09046564,9.8,1997,OUT046,25,1.3716728832128864,1368,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCI17,95.141,2510.066,8,0.142728113,12.792854228644991,1985,OUT027,37,2.1640954761857056,1343,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDE39,120.6782,2181.2889135750365,4,0.063266852,12.792854228644991,1985,OUT019,37,0.9592749832383097,342,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDH08,230.801,5283.123,6,0.017344679,12.792854228644991,1985,OUT027,37,0.26298632113067466,434,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF09,38.2848,484.7024,6,0.012090074,12.792854228644991,1985,OUT027,37,0.18331409208885444,361,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRM49,44.4086,2181.2889135750365,14,0.151954004,6.11,1997,OUT046,25,2.3039817855975206,128,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDZ07,59.9194,2181.2889135750365,6,0.094422403,15.1,2007,OUT017,15,1.431666760583345,1220,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK60,98.3068,2181.2889135750365,0,0.09405464,16.5,2002,OUT045,20,1.4260906044366686,579,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCY54,171.9422,2181.2889135750365,9,0.177546973,8.43,1987,OUT013,35,2.6920316747953197,1548,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDO28,119.3098,2181.2889135750365,5,0.072707309,5.765,2007,OUT017,15,1.1024146202544993,710,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU50,114.7176,1259.6936,4,0.075595405,5.75,2007,OUT017,15,1.1462049805207353,1008,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU10,38.4848,633.8416,13,0.045763062,10.1,1999,OUT049,23,0.693876163349865,974,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCR54,195.111,2181.2889135750365,9,0.090702992,16.35,1999,OUT049,23,1.3752717004232256,1477,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDT31,189.9872,3781.744,6,0.012437935,19.75,1987,OUT013,35,0.18858848688479374,941,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ16,108.6912,2181.2889135750365,5,0.041738399,19.7,1997,OUT046,25,0.6328527615238212,787,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX11,183.6634,2544.6876,0,0.106731895,16.0,2004,OUT035,18,1.618307748062414,1125,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS43,187.724,2181.2889135750365,6,0.0,11.65,2009,OUT018,13,0.0,901,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDZ16,193.2478,2181.2889135750365,5,0.0,16.85,2009,OUT018,13,0.0,1228,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCX53,140.4154,567.2616,8,0.025002878,20.1,1998,OUT010,24,0.3791027151842406,1537,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDH44,147.5418,294.2836,6,0.043304681,19.1,1998,OUT010,24,0.6566012979500758,457,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCJ43,174.1396,4012.1108,9,0.026938317,12.792854228644991,1985,OUT027,37,0.40844854409135567,1361,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDJ14,78.896,399.48,3,0.0,12.792854228644991,1985,OUT019,37,0.0,515,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB52,256.7672,4346.3424,4,0.030288215,12.792854228644991,1985,OUT027,37,0.45924091396934563,229,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX11,181.4634,1090.5804,0,0.106752081,16.0,1997,OUT046,25,1.6186138155242762,1125,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU40,193.3478,2181.2889135750365,5,0.065489529,12.792854228644991,1985,OUT019,37,0.9929760190021752,1000,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCP50,79.4618,1772.3596,11,0.020555958,17.35,2004,OUT035,18,0.31167689939587,1448,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDE44,49.7692,837.5764,6,0.0,14.65,2002,OUT045,20,0.0,345,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCQ17,154.563,2181.2889135750365,8,0.116910445,10.3,2004,OUT035,18,1.7726386191580756,1455,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDA32,214.7192,3020.0688,6,0.030155224,14.0,2002,OUT045,20,0.4572244561361687,168,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH28,37.4506,37.9506,5,0.192650072,12.792854228644991,1985,OUT019,37,2.921030346012145,448,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDH08,231.101,2181.2889135750365,6,0.017414576,7.51,1987,OUT013,35,0.26404612482540263,434,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU56,185.8266,1659.8394,6,0.044377096,16.85,1987,OUT013,35,0.6728616435912579,1012,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN27,115.1808,1054.6272,10,0.0,20.85,2009,OUT018,13,0.0,670,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDS03,65.8826,1614.565,10,0.079243005,12.792854228644991,1985,OUT027,37,1.2015112162231227,870,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ03,49.1692,886.8456,4,0.072334667,12.35,1987,OUT013,35,1.0967644869381794,508,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT07,255.433,4357.661,6,0.077319079,5.82,1997,OUT046,25,1.1723399516025634,921,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG46,114.7518,455.4072,13,0.055084019,8.63,1998,OUT010,24,0.8352038979736772,421,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP44,100.6332,1537.998,6,0.079698503,16.5,2004,OUT035,18,1.2084176422977926,763,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDX57,97.0068,1846.9292,13,0.047266211,17.25,1997,OUT046,25,0.7166674543055093,1163,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX36,226.9404,2700.4848,0,0.129008866,9.695,2007,OUT017,15,1.9560792714918604,1146,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR24,89.383,1258.362,0,0.063207198,17.35,2007,OUT017,15,0.9583704876289804,839,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR39,180.7292,2181.2889135750365,10,0.083783437,20.35,2004,OUT035,18,1.2703548949112085,851,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE56,61.5194,1052.6298,6,0.160095901,17.25,2007,OUT017,15,2.4274321843656312,353,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX43,165.05,2330.3,6,0.085274988,5.655,1997,OUT046,25,1.2929703327794317,1151,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDR47,194.2794,2181.2889135750365,1,0.087395867,17.85,1987,OUT013,35,1.3251278703028018,857,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCM43,164.621,2181.2889135750365,11,0.019585531,14.5,2007,OUT017,15,0.2969629328441756,1401,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCI31,38.319,146.476,11,0.136124989,20.0,1998,OUT010,24,2.0639765123968883,1347,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDP22,52.2666,615.1992,13,0.099535996,14.65,2009,OUT018,13,1.5092009144774339,747,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDG05,158.063,2659.871,5,0.088025298,11.0,2002,OUT045,20,1.334671531681349,396,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY34,164.3842,1823.6262,13,0.010998932,10.5,1999,OUT049,23,0.16676980087359664,1193,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE17,151.7366,2181.2889135750365,5,0.054677324,20.1,2009,OUT018,13,0.8290374407061637,327,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRJ37,150.8024,3339.6528,14,0.060805497,12.792854228644991,1985,OUT027,37,0.9219550249706133,96,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDC32,93.8462,1295.6468,6,0.099026525,18.35,1987,OUT013,35,1.5014761301782973,255,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW02,124.5704,2181.2889135750365,4,0.037758036,4.805,1999,OUT049,23,0.5725010523838218,1068,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO28,122.4098,120.5098,5,0.126585095,12.792854228644991,1985,OUT019,37,1.9193291754795205,710,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDF53,181.2318,2181.2889135750365,5,0.084079477,20.75,2007,OUT017,15,1.274843560888107,389,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR44,128.4968,1435.4648,6,0.102901425,6.11,2004,OUT035,18,1.5602287710169804,854,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCZ41,126.7704,1752.3856,8,0.064409056,19.85,2004,OUT035,18,0.9765934950390034,1555,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDC52,150.6708,2106.5912,4,0.008296692,11.15,2002,OUT045,20,0.12579745676667173,271,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ02,147.2418,294.2836,3,0.044063785,12.792854228644991,1985,OUT019,37,0.6681111084409809,507,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDF04,259.2304,2841.6344,5,0.013714183,17.5,2007,OUT017,15,0.20793942248702546,358,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM20,243.3144,2181.2889135750365,6,0.067733845,12.792854228644991,1985,OUT019,37,1.0270051531415103,629,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDM50,61.422,539.298,3,0.030150193,13.0,2002,OUT045,20,0.45714817428733145,646,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX22,209.7928,2181.2889135750365,13,0.023068402,6.785,2009,OUT018,13,0.34977148763280635,1134,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRG48,143.9102,3062.0142,14,0.014484582,12.792854228644991,1985,OUT027,37,0.21962049186932714,61,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDR49,46.1376,383.5008,3,0.139202085,8.71,2004,OUT035,18,2.1106325592920725,859,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT08,150.505,2696.49,6,0.04929502,13.65,1999,OUT049,23,0.7474289930567771,922,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDL57,257.7304,774.9912,13,0.117442838,12.792854228644991,1985,OUT019,37,1.7807109551445601,615,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDT03,185.5608,3307.6944,10,0.009950343,12.792854228644991,1985,OUT027,37,0.15087071369601943,919,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV14,86.9856,2181.2889135750365,4,0.04458772,19.85,2002,OUT045,20,0.6760552011602292,1028,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ02,96.6726,2181.2889135750365,4,0.038302823,6.905,2009,OUT018,13,0.5807613106987676,1217,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDM12,188.7214,2181.2889135750365,0,0.122415631,12.792854228644991,1985,OUT019,37,1.856110248311898,624,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDP15,257.733,2181.2889135750365,10,0.084112804,15.2,2002,OUT045,20,1.275348876963678,742,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRF25,34.919,476.047,14,0.038925251,9.0,1997,OUT046,25,0.5901987900484127,42,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRH11,56.0614,2181.2889135750365,7,0.075985352,5.98,2007,OUT017,15,1.15211749853078,66,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDL38,89.1172,2319.6472,3,0.014661762,12.792854228644991,1985,OUT027,37,0.22230695936624265,603,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB05,248.8776,2181.2889135750365,5,0.08318261,5.155,2004,OUT035,18,1.261244937767235,194,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCK07,164.1526,1808.9786,11,0.048686689,10.65,1997,OUT046,25,0.73820525753998,1365,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDY28,211.8218,1496.0526,5,0.152024355,7.47,1987,OUT013,35,2.3050484730051033,1189,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDL32,110.1544,1230.3984,6,0.123159656,15.7,2007,OUT017,15,1.8673914255293753,599,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCP14,104.2306,3658.571,9,0.110197977,8.275,1987,OUT013,35,1.6708617419366882,1440,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDR02,109.1886,222.3772,4,0.036933417,16.7,1998,OUT010,24,0.5599978796733637,821,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDA32,216.3192,215.7192,6,0.052691046,12.792854228644991,1985,OUT019,37,0.7989207724205878,168,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDP34,156.363,2181.2889135750365,13,0.136563316,12.792854228644991,1985,OUT027,37,2.0706225855344913,757,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCT18,179.6976,5070.7328,9,0.059741172,14.6,2007,OUT017,15,0.9058173428470407,1492,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDN16,103.999,825.592,5,0.062797771,12.6,1999,OUT049,23,0.9521626067854335,663,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCL29,156.9604,1584.604,8,0.113387677,12.792854228644991,1985,OUT027,37,1.7192251315682008,1381,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDH17,98.6726,1272.3438,5,0.016747538,16.2,2007,OUT017,15,0.253932252457147,440,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV45,187.9556,4693.89,13,0.045230944,16.75,2009,OUT018,13,0.6858079970132374,1053,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDT31,188.0872,2458.1336,6,0.012499004,19.75,2009,OUT018,13,0.18951443723793254,941,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP22,50.9666,717.7324,13,0.099692906,14.65,2007,OUT017,15,1.5115800408739855,747,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR58,92.1462,1203.1006,13,0.041886576,6.675,1987,OUT013,35,0.6350994750032796,865,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDH04,89.7488,2181.2889135750365,5,0.011317898,12.792854228644991,1985,OUT027,37,0.17160607918729542,432,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB15,264.3568,4745.8224,4,0.137368051,10.895,2009,OUT018,13,2.082824269816748,201,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCS17,92.5436,378.1744,8,0.080626601,18.6,1999,OUT049,23,1.2224898011811445,1480,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDW07,88.7514,1062.6168,6,0.143495952,18.0,2007,OUT017,15,2.1757377299184304,1071,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDP22,51.3666,1076.5986,13,0.099333217,14.65,2002,OUT045,20,1.5061263056471086,747,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC59,62.5168,2181.2889135750365,15,0.054628903,16.7,1997,OUT046,25,0.8283032639217176,276,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW25,85.0224,2181.2889135750365,3,0.037610496,5.175,2007,OUT017,15,0.5702639973296683,1087,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDF05,264.491,3681.874,5,0.02687089,17.5,1997,OUT046,25,0.4074261914335246,359,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY43,169.7474,673.7896,6,0.098803088,14.85,2009,OUT018,13,1.498088297250719,1200,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDR09,259.8962,2181.2889135750365,13,0.136085739,12.792854228644991,1985,OUT019,37,2.0633813896445807,826,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDO52,171.0106,3079.9908,5,0.07760107,11.6,2007,OUT017,15,1.1766156015400433,727,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCQ42,127.9678,2181.2889135750365,9,0.03926078,20.35,2004,OUT035,18,0.595286202582404,1461,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDA21,184.4924,9069.5276,13,0.035930784,13.65,1987,OUT013,35,0.5447955940551512,160,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX52,191.382,2181.2889135750365,5,0.042002566,11.5,1997,OUT046,25,0.6368581575011192,1160,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCN43,125.173,3202.498,11,0.006727008,12.792854228644991,1985,OUT027,37,0.10199733798109593,1417,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCZ41,126.4704,2181.2889135750365,8,0.064521395,19.85,1999,OUT049,23,0.9782968197491059,1555,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDH16,91.583,2181.2889135750365,5,0.087966875,10.5,1998,OUT010,24,1.3337857009410155,439,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDE32,39.6506,1024.6662,6,0.048522793,12.792854228644991,1985,OUT027,37,0.7357202068746992,336,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY36,74.138,2181.2889135750365,0,0.009402696,12.3,1987,OUT013,35,0.14256709102256143,1195,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF53,181.8318,2181.2889135750365,5,0.083201696,12.792854228644991,1985,OUT027,37,1.2615343266296695,389,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDK51,265.8884,2649.884,4,0.005235143,19.85,1997,OUT046,25,0.0793771391308541,573,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDD08,37.7506,2181.2889135750365,6,0.035426061,8.3,2002,OUT045,20,0.5371428006560899,282,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM38,53.6982,1525.3478,3,0.092694107,5.885,1987,OUT013,35,1.405461709059194,640,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY20,89.0488,2181.2889135750365,6,0.14313853,12.792854228644991,1985,OUT019,37,2.170318367768738,1182,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDW37,89.2488,2181.2889135750365,3,0.0,19.2,1987,OUT013,35,0.0,1097,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU57,150.3708,2181.2889135750365,13,0.090060741,8.27,2007,OUT017,15,1.3655336575495294,1013,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDI45,175.6054,1050.6324,6,0.037639672,13.1,1999,OUT049,23,0.5707063744359444,497,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH53,83.9592,165.1184,5,0.032136417,20.5,1998,OUT010,24,0.4872640238052991,464,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDZ03,188.024,745.696,4,0.13187274,13.65,1998,OUT010,24,1.9995023689986973,1218,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDN15,141.418,1957.452,10,0.016767995,17.5,2002,OUT045,20,0.2542424289194136,662,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
